#separator:tab
#html:false
#deck column:1
#tags column:4
#columns:Deck	Front	Back	Tags
認知脳科学::07_聴覚I	基底膜のBase（アブミ骨側）とApex（蝸牛頂側）は、それぞれどんな周波数を担当するか？	Base＝薄く幅が狭く高周波を担当／Apex(Helicotrema)＝厚く幅が広く低周波を担当。	認知脳科学 第07回_聴覚I
認知脳科学::07_聴覚I	基底膜で周波数と場所が対応することを何と呼ぶか？	トノトピー（tonotopy）。周波数によって基底膜の振動（変位）場所が決まる。	認知脳科学 第07回_聴覚I
認知脳科学::07_聴覚I	蝸牛内で生成される波を何というか。その発見でノーベル賞を受賞したのは誰か？	進行波（travelling wave）。ベケシー（von Békésy）がノーベル賞を受賞。	認知脳科学 第07回_聴覚I
認知脳科学::07_聴覚I	有毛細胞の2種類と数（ヒト）、蓋膜との関係を答えよ。	内有毛細胞＝約3500個・蓋膜に付着していない（必須）／外有毛細胞＝約12000個・蓋膜に付着。	認知脳科学 第07回_聴覚I
認知脳科学::07_聴覚I	内有毛細胞が欠損するとどうなるか？外有毛細胞では？	内有毛細胞欠損→失聴。外有毛細胞欠損→感度の低下。	認知脳科学 第07回_聴覚I
認知脳科学::07_聴覚I	隣り合う線毛をつなぐ構造と、それがつながるチャネルの名称は？	ティップリンク(Tip link, cadherin 23)がイオンチャネル(MET channel, TRPA1)につながる。	認知脳科学 第07回_聴覚I
認知脳科学::07_聴覚I	線毛がたわむと有毛細胞の膜電位はどう変化し、何が起こるか？	イオンチャネルが開きCa²⁺が流入して脱分極する。神経伝達物質が放出され聴神経シナプスへ伝達される。	認知脳科学 第07回_聴覚I
認知脳科学::07_聴覚I	聴神経の発火頻度は何に応じて変わるか？	線毛のたわみ量（＝基底膜の変位の大きさ）。大きいほど高頻度で発火する。	認知脳科学 第07回_聴覚I
認知脳科学::07_聴覚I	音が神経活動になるまでの全経路を簡潔に述べよ。	音(振動)→鼓膜→耳小骨で増幅→アブミ骨が蝸牛を揺らす→リンパ液に進行波→周波数の高さが基底膜の振動場所を決める→基底膜が有毛細胞を物理的に動かす→線毛のたわみで脱分極・活動電位・伝達物質放出→聴神経で神経活動。	認知脳科学 第07回_聴覚I
認知脳科学::07_聴覚I	音は縦波・横波のどちらか。波形はどう表現されるか？	縦波（longitudinal wave＝粗密波）。波形としては横波（正弦波）で可視化して表現できる。	認知脳科学 第07回_聴覚I
認知脳科学::07_聴覚I	外耳の構成要素を音の伝わる順に答えよ。	耳介 → 外耳道 → 鼓膜（Tympanic Membrane）。	認知脳科学 第07回_聴覚I
認知脳科学::07_聴覚I	中耳にある、気圧調整のための管の名称は？	エウスタキー管（耳管）。	認知脳科学 第07回_聴覚I
認知脳科学::07_聴覚I	アブミ骨が蝸牛につながる窓の名称は？	卵円窓。正円窓（Round Window）の近くにあり、ここを介して蝸牛へ振動を伝える。	認知脳科学 第07回_聴覚I
認知脳科学::07_聴覚I	高さ（pitch）と音色（timbre）が独立に操作できることを示す例は？	pitchを2倍にしても音色（フォルマント）は維持できる。逆に高さを維持したまま音色情報のほとんどを消す（純音化）こともできる。	認知脳科学 第07回_聴覚I
認知脳科学::07_聴覚I	蝸牛断面の主な構造（3つの階を含む）を挙げよ。	前庭階（Scala vestibuli）・蝸牛管（Cochlear duct）・鼓室階（Scala tympani）、および蓋膜・基底膜・らせん神経節など。	認知脳科学 第07回_聴覚I
認知脳科学::07_聴覚I	基底膜の蝸牛頂側（Apex）の別名は？	ヘリコトレマ（Helicotrema, 蝸牛頂）。厚く幅が広く低周波を担当する。	認知脳科学 第07回_聴覚I
認知脳科学::07_聴覚I	人工蝸牛の物理実験で確認されたことと、その文献は？	周波数によって基底膜の変位場所が決まる（25→50→100→150Hzと高周波ほどBase近くへ）。Kim, Kim & Kim（2018, Scientific Reports, 8, 12023）。	認知脳科学 第07回_聴覚I
認知脳科学::07_聴覚I	基底膜の進行波を紐・むちに例えると、何が起こるか？	近くは太く遠くは細い紐をたわませると、どこかで振幅が最大となりそれ以降はエネルギーを消失する。高周波はBase近く、低周波はApex近くで振幅ピークをつくる。	認知脳科学 第07回_聴覚I
認知脳科学::07_聴覚I	コルチ器を構成する神経・要素を（求心性/遠心性含め）挙げよ。	蓋膜・内有毛細胞・外有毛細胞・有毛束（Hair bundle）・求心性神経（Afferents）・遠心性神経（Efferents）・ヒンジ点・骨らせん板・基底膜。	認知脳科学 第07回_聴覚I
認知脳科学::07_聴覚I	有毛細胞の静止電位（通常状態）の符号は？	マイナス。線毛が一方向へたわむとチャネルが開きCa²⁺が流入して脱分極（プラス方向）する。	認知脳科学 第07回_聴覚I
認知脳科学::07_聴覚I	METチャネルを主に通過するイオンは何か？	カルシウムイオン（Ca²⁺）。ティップリンク（cadherin 23）がMETチャネル（TRPA1）を開閉し流入を調整する。	認知脳科学 第07回_聴覚I
認知脳科学::07_聴覚I	線毛が逆方向へたわむと、チャネルと膜電位はどうなるか？	イオンチャネルが閉じてCa²⁺の流れが止まり、膜電位は変化なし／過分極となる。	認知脳科学 第07回_聴覚I
認知脳科学::07_聴覚I	音の物理量は何とともにあるか（信号としての性質）？	時間次元とともにある（時間変化する信号）。音は振動である。	認知脳科学 第07回_聴覚I
認知脳科学::07_聴覚I	音を可視化して特徴量を読み取る3つの表現は？	波形・スペクトログラム・瞬間スペクトル。これらから高さ・大きさ・音色を読み取れる。	認知脳科学 第07回_聴覚I
認知脳科学::08_聴覚II	音波が鼓膜に届いてから基底膜をたわませるまでの耳小骨の順序は？	ツチ骨 → キヌタ骨 → アブミ骨。アブミ骨が卵円窓の膜に振動を伝える。	認知脳科学 第08回_聴覚II
認知脳科学::08_聴覚II	聴神経（蝸牛神経）は最初にどこへ投射するか？	延髄。蝸牛神経核（腹側／背側）を経て上オリーブ複合体へ。	認知脳科学 第08回_聴覚II
認知脳科学::08_聴覚II	聴覚経路を末梢から皮質まで順に述べよ。	聴神経→蝸牛神経核→上オリーブ複合体（延髄）→下丘（中脳）→内側膝状体MGN（視床）→聴覚皮質。	認知脳科学 第08回_聴覚II
認知脳科学::08_聴覚II	聴覚の視床中継核は何か。視覚のどの核に対応するか？	内側膝状体（MGN）。視覚の外側膝状体（LGN）に対応する。	認知脳科学 第08回_聴覚II
認知脳科学::08_聴覚II	水平方向の音源位置は、左右の耳の何の情報から推論するか？	両耳間時間差（ITD＝位相差）。音が届くタイミングのズレ。	認知脳科学 第08回_聴覚II
認知脳科学::08_聴覚II	音が左耳に先に届いた場合、音源は左右どちらにあるか？	左方。左耳が先＝左方、右耳が先＝右方、同時＝前方または後方。	認知脳科学 第08回_聴覚II
認知脳科学::08_聴覚II	同時検出器（coincidence detector）とはどんな細胞か？	左右からの信号が同時に届いたときにだけ興奮する神経細胞。左右の軸索が遅延線となり、発火が出会った場所の細胞体が発火して音源位置を符号化する。	認知脳科学 第08回_聴覚II
認知脳科学::08_聴覚II	同時検出器はどの脳部位に存在するか？	上オリーブ複合体（延髄レベル）。	認知脳科学 第08回_聴覚II
認知脳科学::08_聴覚II	メンフクロウで同時検出の機構を示した層状核は、ヒトの何と相同か？	上オリーブ核。層状核（Nucleus laminaris）は両側から入力を受ける（Carr & Konishi, 1988）。	認知脳科学 第08回_聴覚II
認知脳科学::08_聴覚II	場所符号化（place code）とは何か。周波数と基底膜の場所の対応は？	周波数を基底膜のどの場所が最もたわむかで符号化する方式。アブミ骨に近い蝸牛基部＝高周波、遠い頂部（Apex）＝低周波。	認知脳科学 第08回_聴覚II
認知脳科学::08_聴覚II	低周波数で場所符号が不利になり、代わりに使われる符号化は？	頻度符号化（rate code）。聴神経が1秒間に何回発火したか（発火頻度）で周波数を表す。	認知脳科学 第08回_聴覚II
認知脳科学::08_聴覚II	周波数の場所特性が皮質まで秩序立てて保持される地図を何と呼ぶか？	周波数再現地図（tonotopic representation, tonotopy）。	認知脳科学 第08回_聴覚II
認知脳科学::08_聴覚II	聴覚皮質の同心円的な3領域の階層構造を挙げよ。A1はどこに含まれるか？	Core（核）→Belt（周縁野）→Parabelt。A1はCoreに含まれる。	認知脳科学 第08回_聴覚II
認知脳科学::08_聴覚II	純音に応答しやすいのはCoreとBeltのどちらか。音源定位（両耳差）を計算するのはどちらか？	純音応答はCore、複合音（音声）応答と左右両耳差の計算＝音源定位はBelt。	認知脳科学 第08回_聴覚II
認知脳科学::08_聴覚II	聴覚のWhat経路とWhere経路は、それぞれBeltのどの領域から始まり何を担うか？	What＝AL（前外側）起点で声の種類・内容、前方→腹側へ。Where＝CL（尾外側）起点で音源の場所、尾側→頭頂へ。	認知脳科学 第08回_聴覚II
認知脳科学::08_聴覚II	ヒトのWhat/Whereで確認された半球差は？	左半球がWhat（音の内容）、右半球がWhere（音源の位置）に関与（Alain et al., 2008）。	認知脳科学 第08回_聴覚II
認知脳科学::08_聴覚II	TVA（側頭声領域）とは何か。どんな声への選択性があるか？	Temporal Voice Area。上側頭回前部にあり声に選択的に反応する領域。ヒトはヒトの声、サルはサルの声に強く反応する（同種の声への選択性）。	認知脳科学 第08回_聴覚II
認知脳科学::08_聴覚II	音声（VOC）に反応する領域を同定するために用いた対照刺激は何か？	NOVOC（周波数をマッチさせた非音声刺激）。VOCからNOVOCを引き算して声関連領域を求める（Belin et al., 2000, 2004）。	認知脳科学 第08回_聴覚II
認知脳科学::08_聴覚II	正円窓（Round Window）の役割は何か？	蝸牛内の振動を逃がす圧力の逃げ道。卵円窓からアブミ骨が振動を入れるのに対し、正円窓が圧を逃がす。	認知脳科学 第08回_聴覚II
認知脳科学::08_聴覚II	蝸牛神経核から上オリーブ複合体へ至る途中で経由する構造は？	台形体・外側毛帯。	認知脳科学 第08回_聴覚II
認知脳科学::08_聴覚II	聴覚皮質はどこにあるか？	外側溝（Lateral fissure）の下壁部にある。	認知脳科学 第08回_聴覚II
認知脳科学::08_聴覚II	前後方向の音源の区別が曖昧になる理由と、それを補う手掛かりは？	前方・後方はどちらも両耳同時到来（左右差なし）のため位相差だけでは曖昧。頭部の動きや耳介の効果などが補助する。	認知脳科学 第08回_聴覚II
認知脳科学::08_聴覚II	同時検出器モデルで、軸索が果たす『遅延線（delay line）』とは何か？	左耳・右耳からの軸索が反対方向に走り、途中の細胞体が遅延線上に並ぶ。左右の発火がちょうど出会った場所の細胞体が出力し音源位置を符号化する。	認知脳科学 第08回_聴覚II
認知脳科学::08_聴覚II	同時検出器で、両耳同時・左耳先・右耳先のとき、それぞれどこの細胞体が発火するか？	両耳同時＝中央、左耳が先＝右寄り、右耳が先＝左寄りの細胞体が発火する。	認知脳科学 第08回_聴覚II
認知脳科学::08_聴覚II	場所符号が低周波で不利なことを示す約3.5mmの例とは？	200Hz/100Hzの比も20000Hz/10000Hzの比も、基底膜上で同じ約3.5mmに広がる。低周波側は場所で解像しにくい。	認知脳科学 第08回_聴覚II
認知脳科学::08_聴覚II	頻度符号（rate code）で観察可能な周波数と不可能な周波数の例は？	1秒間に40回＝40Hzは観察可能だが、10000回/10kHzは観察不可能。高周波はplace code（場所符号）が担当する。	認知脳科学 第08回_聴覚II
認知脳科学::08_聴覚II	表7.1で、低周波数の『高さ』と『大きさ』の知覚はそれぞれどう決まるか？	高さ＝頻度符号化（頂部の有毛細胞が音波の周波数に同期して発火）、大きさ＝活動する有毛細胞の数。	認知脳科学 第08回_聴覚II
認知脳科学::08_聴覚II	サル一次聴覚野で周波数再現地図（tonotopy）を示した文献は？	Petkov et al.（2006）。蝸牛基部（高周波）〜頂部（低周波）に対応する勾配が地図として観察された。	認知脳科学 第08回_聴覚II
認知脳科学::08_聴覚II	Core内でA1とR/RTの応答特性はどう違うか？	A1はMGNから高密度に直接入力を受け、時間応答が速くクリック音のような一瞬の変化・正確な時間情報を捉えるのが得意。R/RTもMGN入力を受けるが応答がゆったりで遅延付き。	認知脳科学 第08回_聴覚II
認知脳科学::08_聴覚II	聴覚のWhat/Where二重経路を提唱したのは誰か？	Rauschecker & Tian（2000）。BeltのAL起点＝What、CL起点＝Where。	認知脳科学 第08回_聴覚II
認知脳科学::08_聴覚II	AL（What経路起点）の音声符号化を示すMCPIと帯域制限実験の結果は？	MCPI（Monkey call preference index）が高く声に選択的。音声を2kHz以下のみ／以上のみに削ると反応が消え、複数の周波数帯の統合で符号化。Harmonic arch等の合成音で応答が増強。	認知脳科学 第08回_聴覚II
認知脳科学::08_聴覚II	CL（Where経路起点）の空間チューニングを示す指標は？	Half width（半値幅）。音が正面からどれだけズレても応答するかの指標で、小さいほど正面向きだけに応答＝空間チューニングが鋭い。	認知脳科学 第08回_聴覚II
認知脳科学::08_聴覚II	TVAの声選択性を調べる表現類似性分析（RSA）とは？	多様な音（ヒト声・マカク声・マーモセット声・非音声など）を聴かせ、脳活動パターンの似ている度合いを計算する。似ていれば同類の音、違えば別物の音として表現される。	認知脳科学 第08回_聴覚II
認知脳科学::09_運動	運動の本質を一言でいうと何か？	筋の収縮である。	認知脳科学 第09回_運動
認知脳科学::09_運動	筋の三種類とそれぞれの主な役割は？	骨格筋＝身体動作（随意）、平滑筋＝内臓制御（不随意）、心筋＝心臓拍動（不随意）。	認知脳科学 第09回_運動
認知脳科学::09_運動	心筋の構造と働き、神経支配の特徴は？	構造は骨格筋（横紋あり）、働きは平滑筋に近く、神経支配がなくても律動的に運動する（自動能）。	認知脳科学 第09回_運動
認知脳科学::09_運動	屈筋・伸筋の収縮はそれぞれ何という運動になるか？	屈筋の収縮＝屈曲（flexion）、伸筋の収縮＝伸展（extension）。	認知脳科学 第09回_運動
認知脳科学::09_運動	錘外筋線維と錘内筋線維の違いは？	錘外筋線維はα運動ニューロンが支配し実際に収縮して力を出す（出力）。錘内筋線維はγ運動ニューロンと感覚ニューロンが支配し、感覚ニューロンが筋の伸びを検出するセンサー（運動には直接関与しない）。	認知脳科学 第09回_運動
認知脳科学::09_運動	筋収縮で実際に「動く」構造は何か？アクチン・ミオシンとの関係は？	ミオシン連結橋（連絡橋）が動くことで、アクチンとミオシンが相対的に滑り、筋が収縮する（滑り説）。	認知脳科学 第09回_運動
認知脳科学::09_運動	平滑筋を支配する神経系は何か？内臓平滑筋と多元平滑筋の例は？	自律神経系に支配される。内臓平滑筋＝消化管・子宮・小血管（周期的・律動的）、多元平滑筋＝太い動脈・毛包・眼球（普段は活動せず刺激やホルモンで収縮）。	認知脳科学 第09回_運動
認知脳科学::09_運動	脊髄反射の特徴（大脳との関係）と2種類は？	大脳を介さず脊髄で完結するフィードバックループ。単シナプス性反射と多シナプス性反射がある。	認知脳科学 第09回_運動
認知脳科学::09_運動	伸張反射で感覚情報が入る場所と運動命令が出る場所は？	感覚は後根（dorsal root）から入り、運動はα運動ニューロンが前根（ventral root）から出る。	認知脳科学 第09回_運動
認知脳科学::09_運動	単シナプス性伸張反射による姿勢制御の例を説明せよ。	直立時に重心がずれると腓腹筋（ヒラメ筋も）が伸張され、その伸張により反射で自動的な筋収縮が起き、つま先が地面を押して自立姿勢に戻る。	認知脳科学 第09回_運動
認知脳科学::09_運動	運動野は中心溝のどちら側にあるか？ヒトとサルの関係は？	中心溝を境に前方にある。ヒトもサルも相同。	認知脳科学 第09回_運動
認知脳科学::09_運動	一次運動野の体部位再現（ホムンクルス）の特徴は？	身体各部位が地図状に再現され、手・顔（唇・舌）など精緻な運動をする部位ほど広い皮質面積を占める。	認知脳科学 第09回_運動
認知脳科学::09_運動	脊髄下行路の外側系と腹内側系の役割の違いは？	外側系＝遠位筋（手指）を支配し四肢の随意的・精緻な運動。腹内側系＝体幹筋・近位筋を支配し姿勢の保持・制御。	認知脳科学 第09回_運動
認知脳科学::09_運動	補足運動野（SMA）の主な役割は？それを示す実験は？	連続的な行動（運動の順序）の計画に決定的な役割。SMA損傷サルは順序逆転の学習に時間がかかり（Chen 1995）、SMAニューロンは特定の順序でのみ活動する（Shima & Tanji 2000）。	認知脳科学 第09回_運動
認知脳科学::09_運動	リベットの実験の結果（準備電位と意識の時間関係）は？	準備電位は運動しようと意識する（約−200ms）より前、約−550msから立ち上がる。つまり随意の意識は運動開始の脳活動の後に来る。	認知脳科学 第09回_運動
認知脳科学::09_運動	Lau et al.(2004)の実験で、pre-SMAはどんなときに強く活動したか？	全く同じ運動でも「自分の意図」に注意を向けたとき（意図条件）、「実際の動き」に注意したときより強く活動した。pre-SMAは動こうと決意したことを意識上で処理する場所とされる。	認知脳科学 第09回_運動
認知脳科学::09_運動	運動前野（premotor cortex）の主な機能は？	刺激（感覚）と運動の関係を結びつける（恣意的な記号と運動の連合）。	認知脳科学 第09回_運動
認知脳科学::09_運動	Kurata & Hoffman(1994)で運動前野を阻害するとどうなったか？	位置−位置課題は問題ないが、色（記号）−位置課題ができなくなった。記号と運動の連合に運動前野が必要。	認知脳科学 第09回_運動
認知脳科学::09_運動	心筋の細胞間を連結する、心筋特有の構造の名称は？	介在板。	認知脳科学 第09回_運動
認知脳科学::09_運動	筋の伸びを検出する受容器と、腱の張力を検出する受容器の名称は？	筋の伸び＝筋紡錘（muscle spindle）、腱の張力＝Golgi腱器官（golgi tendon organ）。ほかにPacini小体もある。	認知脳科学 第09回_運動
認知脳科学::09_運動	アクチンとミオシンのうち、細いフィラメント・太いフィラメントはそれぞれどちらか？	アクチン＝細いフィラメント、ミオシン＝太いフィラメント（撚り糸のイメージ）。	認知脳科学 第09回_運動
認知脳科学::09_運動	進化に伴う「器用さの指標（index of dexterity）」は、齧歯類→新世界ザル→旧世界ザル→ヒトでどう変化するか？	3→5→6→7と増加する（Lemon, 2008）。皮質運動ニューロン間EPSPの振幅も増大する。	認知脳科学 第09回_運動
認知脳科学::09_運動	ヒトの運動路（皮質脊髄路）の線維数はおよそ何本か？	約110万本（Lemon, 2008）。	認知脳科学 第09回_運動
認知脳科学::09_運動	脊髄を通過しない下行路の例と、その機能は？	皮質延髄路。顔面や呼吸の制御を担う。	認知脳科学 第09回_運動
認知脳科学::09_運動	1890年の解剖研究（Beevor & Horsley、ボンネットモンキー）の限界は何だったか？	一次運動野と一次体性感覚野の区別ができていなかった。	認知脳科学 第09回_運動
認知脳科学::09_運動	サルの運動関連皮質の特定領域を持続的に刺激すると何が起こるか（Graziano & Aflalo, 2007）？	reach to grasp・防御・手を口へ・中心空間の操作など、さまざまなカテゴリーの運動が引き起こされる。	認知脳科学 第09回_運動
認知脳科学::09_運動	リベットの実験で、被験者が眺めるものと装着する計測機器は？	タイマーの針を眺め、脳波計（EEG）を装着し、自由なタイミングでボタンを押す。	認知脳科学 第09回_運動
認知脳科学::09_運動	リベットの実験で同時計測する3つの時間・活動は？	①意識した時間（W）、②ボタンを押した時間（Action）、③脳活動（準備電位）。	認知脳科学 第09回_運動
認知脳科学::09_運動	伸張反射で、筋紡錘から脊髄へ情報を送る感覚線維の名称は？	Ia感覚線維。後根から脊髄に入る。	認知脳科学 第09回_運動
認知脳科学::09_運動	多元平滑筋の具体例を3つ挙げよ。	太い動脈・毛包（毛を逆立てる）・眼球（水晶体の厚み）。普段は活動せず刺激やホルモンで収縮する。	認知脳科学 第09回_運動
認知脳科学::09_運動	3種類の筋のうち、横紋（シマ模様）を持つのはどれとどれか？	骨格筋と心筋（平滑筋は模様なし）。	認知脳科学 第09回_運動
認知脳科学::09_運動	前皮質脊髄路・網様体脊髄路・前庭脊髄路・視蓋脊髄路は、外側系・腹内側系のどちらに属するか？	腹内側系。体幹筋・近位筋を支配し姿勢を制御する。	認知脳科学 第09回_運動
認知脳科学::09_運動	前補足運動野（pre-SMA）は補足運動野（SMA）と比べてどこに位置し、何に関わるとされるか？	SMAよりさらに前方に位置し、自発運動（随意運動）の制御に関わる可能性がある。	認知脳科学 第09回_運動
認知脳科学::10_情動	情動と感情の違いを、時間スケールと強度の観点で説明せよ。	情動は一過性・短期的で強度が強い生理的応答（主観的体験）。感情は中長期にわたる、比較的よわい主観的感覚。	認知脳科学 第10回_情動
認知脳科学::10_情動	情動反応を構成する3要素を挙げよ。	行動（攻撃・恐怖などの姿勢や表情）、自律神経反応（交感神経昂進・心拍/血圧上昇）、ホルモン応答（副腎からアドレナリン/ノルアドレナリン分泌）。	認知脳科学 第10回_情動
認知脳科学::10_情動	恐怖情動の中枢として中心的な役割を果たす、系統発生的に古い脳領域は何か。	扁桃体（扁桃核, amygdala）。	認知脳科学 第10回_情動
認知脳科学::10_情動	扁桃核を構成する主な核を3つ挙げ、入力と出力の中心となる核をそれぞれ答えよ。	外側核・基底核・中心核。入力の中心は外側核、出力の中心は中心核。	認知脳科学 第10回_情動
認知脳科学::10_情動	扁桃核中心核からPAG（中脳水道灰白質）への出力が引き起こす代表的な恐怖反応は何か。	行動抑止＝すくみ反応（freezing）。	認知脳科学 第10回_情動
認知脳科学::10_情動	条件性情動反応の古典的条件づけの手続き（音と電気ショック）を説明せよ。	音を10秒間流し、10秒後に0.5秒の電気ショック（無条件情動反応）を与える。翌日には音を聞くだけで生理応答（防御反応）が誘発される。	認知脳科学 第10回_情動
認知脳科学::10_情動	「消去（extinction）」とは何か。また消去は忘却か新規学習か。	反応を伴わずに繰り返し暴露することで反応の誘発が消えること。忘却ではなく文脈に依存した新規学習である。	認知脳科学 第10回_情動
認知脳科学::10_情動	Olssonら(2007)の実験が示した、恐怖学習に関する重要な知見は何か。	自己体験がなく観察するだけでも恐怖が獲得され（皮膚抵抗の上昇）、体験時と同じような扁桃核の活動が生じる（観察学習）。	認知脳科学 第10回_情動
認知脳科学::10_情動	Phelpsら(2004)によれば、恐怖の消去時に活動が大きくなり、消去成功率と関連する脳領域はどこか。	内側前頭前野（腹内側前頭前野）。抑制に関与する。	認知脳科学 第10回_情動
認知脳科学::10_情動	攻撃と捕食の神経回路で、扁桃核からの出力が投射する中脳の部位と、その機能分化を答えよ。	中脳水道灰白質（PAG）。背側PAGは防御行動、腹側PAGは捕食に分化する。	認知脳科学 第10回_情動
認知脳科学::10_情動	攻撃を抑制する神経伝達物質は何か。またその代謝物と攻撃性の関係を述べよ。	セロトニン（5-HT）。脳脊髄液中の5-HIAA（代謝物）濃度が高いほど攻撃が抑制され、危険行動の抑制と死亡率の減少につながる。	認知脳科学 第10回_情動
認知脳科学::10_情動	Phineas Gageの事故で損傷し、性格の変化（衝動抑制の障害）をもたらした脳部位はどこか。	腹内側前頭前野。	認知脳科学 第10回_情動
認知脳科学::10_情動	トロッコ問題で、腹内側前頭前野損傷患者は健常者と比べてどのような道徳判断傾向を示すか。	感情を交えた道徳判断が必要な場面で、健常者より「はい」と答える割合が高い（感情による抑制が弱い）。	認知脳科学 第10回_情動
認知脳科学::10_情動	情動的盲視に関わる、意識に上る前に働く速い視覚経路を答えよ。	上丘（SC）から扁桃体への経路（約120ms）。網膜→視床枕/上丘→扁桃核の短絡でLGN・V1を経由しない。	認知脳科学 第10回_情動
認知脳科学::10_情動	扁桃核へ情動情報を素早く伝える経路は、大細胞系・小細胞系のどちらか。その特徴も述べよ。	大細胞系。単色情報・動き・奥行き・高速応答を担い、情動情報を素早く識別する（低空間周波数）。	認知脳科学 第10回_情動
認知脳科学::10_情動	Whalenら(2004)が示した、扁桃体が応答する目の恐怖表情の特徴的な手がかりは何か。	恐怖の白目（Eye Whites）。目の恐怖表情だけで扁桃体が応答する。	認知脳科学 第10回_情動
認知脳科学::10_情動	両側扁桃核損傷患者S.M.に見られる、顔の見方の特徴的な異常は何か。	他者の眼（目領域）を見ない（注視パターンの異常）。	認知脳科学 第10回_情動
認知脳科学::10_情動	「作り笑いは難しい」と言われる根拠を、関与する筋の観点で説明せよ。	大頬骨筋は意思に従うが、眼輪筋は本物の愉快な情動によってのみ働くため、偽の笑いでは眼輪筋を収縮させられない（デュシェンヌ・スマイル）。	認知脳科学 第10回_情動
認知脳科学::10_情動	随意的顔面麻痺と情動的顔面麻痺の違いを、症状の観点で述べよ。	随意的顔面麻痺は随意的に動かせないが情動では表情を表出できる。情動的顔面麻痺は随意的には動かせるが損傷側に情動を表出できない。	認知脳科学 第10回_情動
認知脳科学::10_情動	情動表出の左右差について、どちらの顔（半球）が優位とされるか。	情動は左の顔に現れやすい＝右半球優位性（Sackeimら1978）。	認知脳科学 第10回_情動
認知脳科学::10_情動	James-Lange説とCannon-Bard説の違いを、感情と生理反応の順序で説明せよ。	James-Lange説（末梢起源）は生理反応が先で、そのフィードバックが感情を意識させる（泣くから悲しい）。Cannon-Bard説（中枢起源）は中枢が感情の認識と生理反応の駆動を並行して行う（感情は中枢に由来）。	認知脳科学 第10回_情動
認知脳科学::10_情動	扁桃核中心核から外側視床下部への出力が引き起こす効果は？	交感神経の活性化・心拍/血圧上昇・顔面蒼白。	認知脳科学 第10回_情動
認知脳科学::10_情動	扁桃核中心核から青斑核への出力の効果と、関与する神経伝達物質は？	警戒の増強。ノルアドレナリン。	認知脳科学 第10回_情動
認知脳科学::10_情動	扁桃核中心核から腹側被蓋野への出力の効果と、関与する神経伝達物質は？	行動的覚醒。ドーパミン。	認知脳科学 第10回_情動
認知脳科学::10_情動	表情フィードバック説の標語と、刺激からの順序は？	「恐怖表情を表出することが、怖いという感覚をさらに強める」。刺激→自律神経覚醒→表情表出→顔面動作の認知的解釈→恐怖。	認知脳科学 第10回_情動
認知脳科学::10_情動	Isenbergら(1999)の脅威語実験で用いた刺激の例と、結果として活動した部位、および解析法は？	"persecute"（虐げる）などの脅威語（対して中立語）。両側の扁桃核が活動。恐怖課題ブロック−中性課題ブロックの差分法。	認知脳科学 第10回_情動
認知脳科学::10_情動	LeDouxの整理で、脅威刺激により生じる痛覚の変化を何というか？	痛覚鈍麻（hypoalgesia）。ほかに防御行動・自律神経覚醒・反射増強・ストレスホルモンも生じる。	認知脳科学 第10回_情動
認知脳科学::10_情動	消去のラット実験（紫・緑の床）が示した、消去の性質は何か？	消去は忘却ではなく文脈（色）に依存した新規学習であること。消去経験した色では探索、していない色ではすくみ反応が出る。	認知脳科学 第10回_情動
認知脳科学::10_情動	Niliら(2011)の「勇気」の測定課題の内容と、関連した脳部位は？	fMRI中に生きたヘビ（またはクマのぬいぐるみ）を近づけるか遠ざけるか選択させる。腹内側前頭前野および膝下前部帯状回の活動が勇気に関連。	認知脳科学 第10回_情動
認知脳科学::10_情動	前頭前野と扁桃核の成熟時期の違いは？	前頭前野の発達は幼少期→思春期→成人期と長期に渡り継続する。扁桃核は比較的早期に成熟する。	認知脳科学 第10回_情動
認知脳科学::10_情動	扁桃核へ至る「通常経路」の視覚情報の流れ（順序）は？	Retina→LGN→V1→V2→TE(FFA)→Amy。	認知脳科学 第10回_情動
認知脳科学::10_情動	視覚の小細胞系が担う情報と経路（pathway）は？	色・細部（高空間周波数）情報を担い、What pathwayとしてFFAへ投射する（個々の顔の認識）。	認知脳科学 第10回_情動
認知脳科学::10_情動	情動的盲視で、表情が知覚される閾値以下の呈示時間はどれくらいか？	約33msec（1フレーム、閾下呈示）。それでも扁桃核は意識に上る前に応答する。	認知脳科学 第10回_情動
認知脳科学::10_情動	Morrisら(1996)がPETで示した、恐怖の顔に対する扁桃体の反応の左右差は？	幸福顔と比較して、恐怖の顔で左の扁桃体の活動が強い。	認知脳科学 第10回_情動
認知脳科学::10_情動	サルの上側頭溝（STS）ニューロンの視線処理における働きは？	特定の視線方向の顔に最大反応し、頭頂間溝への結合により他者の視線方向に基づいて注意を空間内の特定位置へ向ける。	認知脳科学 第10回_情動
認知脳科学::10_情動	Tamiettoら(2009)で、視覚野損傷患者の「見えない視野」に表情写真を提示すると何が起こったか？	無意識に大頬骨筋（笑い）や皺眉筋（しかめ面）の筋電活動が生じた（無意識な表情の模倣・伝染）。	認知脳科学 第10回_情動
認知脳科学::10_情動	Schachter-Singerの2要因説では、恐怖意識が生じるために生理的覚醒に加えて何が必要か。	認知的評価（状況の解釈）。自律神経覚醒と認知的評価の2要因で情動が決まる。	認知脳科学 第10回_情動
